2025-03-20 12:39:09.242,52,Orange,"Card","No","Resources",-1,-1,"Animal: 1, Wood: 0, Metal: 1, Clay: 1"
2025-03-20 12:39:09.245,52,Orange,"Road","No","Resources",6,13,"Animal: 1, Wood: 0, Metal: 1, Clay: 1"
2025-03-20 12:39:09.250,52,Orange,"Town","No","Resources",2,4,"Animal: 1, Wood: 0, Metal: 1, Clay: 1"
2025-03-20 12:39:09.310,53,Red,"Card","No","Resources",-1,-1,"Food: 2, Wood: 4, Metal: 0, Clay: 0"
2025-03-20 12:39:09.315,53,Red,"Road","No","Resources",11,8,"Food: 2, Wood: 4, Metal: 0, Clay: 0"
2025-03-20 12:39:09.318,53,Red,"Village","No","Resources",2,3,"Food: 2, Wood: 4, Metal: 0, Clay: 0"
2025-03-20 12:39:09.321,53,Red,"Town","No","Resources",2,4,"Food: 2, Wood: 4, Metal: 0, Clay: 0"
2025-03-20 12:39:09.379,54,White,"Village","No","Location",0,3,""
2025-03-20 12:39:09.386,54,White,"Card","No","Resources",-1,-1,"Clay: 5, Metal: 1, Animal: 1"
2025-03-20 12:39:09.409,54,White,"Town","No","Resources",2,4,"Clay: 1, Metal: 2, Animal: 1"
2025-03-20 12:39:09.414,54,White,"Road","No","Resources",7,13,"Clay: 1, Metal: 2, Animal: 1"
2025-03-20 12:39:09.468,55,Blue,"Card","No","Resources",-1,-1,"Animal: 3, Metal: 2, Wood: 4, Clay: 0"
2025-03-20 12:39:09.529,56,Orange,"Card","No","Resources",-1,-1,"Animal: 1, Wood: 1, Metal: 1, Clay: 1"
2025-03-20 12:39:09.564,56,Orange,"Town","No","Resources",2,4,"Animal: 1, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:09.566,56,Orange,"Card","No","Resources",-1,-1,"Animal: 1, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:09.569,56,Orange,"Road","No","Resources",6,12,"Animal: 1, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:09.569,56,Orange,"Village","No","Location",0,3,""
2025-03-20 12:39:09.632,57,Red,"Card","No","Resources",-1,-1,"Food: 2, Wood: 4, Metal: 0, Clay: 1"
2025-03-20 12:39:09.635,57,Red,"Village","No","Resources",2,3,"Food: 2, Wood: 4, Metal: 0, Clay: 1"
2025-03-20 12:39:09.638,57,Red,"Town","No","Resources",2,4,"Food: 2, Wood: 4, Metal: 0, Clay: 1"
2025-03-20 12:39:09.665,57,Red,"Road","No","Resources",10,7,"Food: 2, Wood: 3, Metal: 0, Clay: 0"
2025-03-20 12:39:09.726,58,White,"Card","No","Resources",-1,-1,"Clay: 1, Metal: 2, Animal: 1"
2025-03-20 12:39:09.738,58,White,"Road","No","Resources",7,13,"Clay: 1, Metal: 2, Animal: 1"
2025-03-20 12:39:09.802,59,Blue,"Town","No","Resources",2,4,"Animal: 4, Metal: 3, Wood: 5, Clay: 0"
2025-03-20 12:39:09.880,60,Orange,"Card","No","Resources",-1,-1,"Animal: 2, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:09.975,60,Orange,"Village","No","Location",0,3,""
2025-03-20 12:39:09.981,60,Orange,"Card","No","Resources",-1,-1,"Animal: 2, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:09.987,60,Orange,"Town","No","Resources",2,4,"Animal: 2, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:10.043,61,Red,"Card","No","Resources",-1,-1,"Food: 2, Wood: 4, Metal: 0, Clay: 0"
2025-03-20 12:39:10.124,62,White,"Town","No","Resources",2,4,"Clay: 2, Metal: 2, Animal: 1"
2025-03-20 12:39:10.172,63,Blue,"Card","No","Resources",-1,-1,"Animal: 5, Metal: 2, Wood: 2, Clay: 0"
2025-03-20 12:39:10.187,63,Blue,"Card","No","Resources",-1,-1,"Animal: 5, Metal: 2, Wood: 2, Clay: 0"
2025-03-20 12:39:10.190,63,Blue,"Town","No","Resources",2,4,"Animal: 5, Metal: 2, Wood: 2, Clay: 0"
2025-03-20 12:39:10.244,64,Orange,"Card","No","Resources",-1,-1,"Animal: 2, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:10.316,65,Red,"Village","No","Resources",2,3,"Food: 2, Wood: 4, Metal: 1, Clay: 2"
2025-03-20 12:39:10.322,65,Red,"Town","No","Resources",2,4,"Food: 2, Wood: 4, Metal: 1, Clay: 2"
2025-03-20 12:39:10.394,66,White,"Card","No","Resources",-1,-1,"Clay: 3, Metal: 2, Animal: 1"
2025-03-20 12:39:10.407,66,White,"Card","No","Resources",-1,-1,"Clay: 3, Metal: 2, Animal: 1"
2025-03-20 12:39:10.530,66,White,"Town","No","Resources",2,4,"Clay: 4, Metal: 2, Animal: 2"
2025-03-20 12:39:10.535,66,White,"Road","No","Resources",7,13,"Clay: 4, Metal: 2, Animal: 2"
2025-03-20 12:39:10.593,67,Blue,"Card","No","Resources",-1,-1,"Animal: 2, Metal: 0, Wood: 2, Clay: 0"
2025-03-20 12:39:10.702,67,Blue,"Card","No","Resources",-1,-1,"Animal: 2, Metal: 0, Wood: 2, Clay: 0"
2025-03-20 12:39:10.764,68,Orange,"Card","No","Resources",-1,-1,"Animal: 2, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:10.798,68,Orange,"Town","No","Resources",2,4,"Animal: 3, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:10.801,68,Orange,"Road","No","Resources",6,12,"Animal: 3, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:10.881,69,Red,"Village","No","Resources",3,3,"Food: 3, Wood: 3, Metal: 1, Clay: 2"
2025-03-20 12:39:10.933,70,White,"Card","No","Resources",-1,-1,"Clay: 3, Metal: 1, Animal: 2"
2025-03-20 12:39:10.947,70,White,"Card","No","Resources",-1,-1,"Clay: 3, Metal: 1, Animal: 2"
2025-03-20 12:39:11.045,70,White,"Card","No","Resources",-1,-1,"Clay: 3, Metal: 1, Animal: 2"
2025-03-20 12:39:11.265,72,Orange,"Card","No","Resources",-1,-1,"Animal: 4, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:11.278,72,Orange,"Card","No","Resources",-1,-1,"Animal: 4, Wood: 0, Metal: 1, Clay: 0"
2025-03-20 12:39:11.278,72,Orange,"Village","No","Location",0,3,""
2025-03-20 12:39:11.310,72,Orange,"Road","No","Resources",6,12,"Animal: 0, Wood: 0, Metal: 1, Clay: 0, Food: 1"
2025-03-20 12:39:11.370,73,Red,"Road","No","Resources",11,6,"Food: 2, Wood: 4, Metal: 0, Clay: 0"
2025-03-20 12:39:11.373,73,Red,"Town","No","Resources",2,4,"Food: 2, Wood: 4, Metal: 0, Clay: 0"
2025-03-20 12:39:11.375,73,Red,"Card","No","Resources",-1,-1,"Food: 2, Wood: 4, Metal: 0, Clay: 0"
2025-03-20 12:39:11.443,74,White,"Card","No","Resources",-1,-1,"Clay: 3, Metal: 0, Animal: 1, Food: 0"
2025-03-20 12:39:11.488,74,White,"Village","No","Location",0,3,""
2025-03-20 12:39:11.494,74,White,"Card","No","Resources",-1,-1,"Clay: 3, Metal: 0, Animal: 1, Food: 0"
2025-03-20 12:39:11.497,74,White,"Road","No","Resources",7,13,"Clay: 3, Metal: 0, Animal: 1, Food: 0"
2025-03-20 12:39:11.543,75,Blue,"Card","No","Resources",-1,-1,"Animal: 1, Metal: 2, Wood: 3, Clay: 0"
2025-03-20 12:39:11.554,75,Blue,"Card","No","Resources",-1,-1,"Animal: 1, Metal: 2, Wood: 3, Clay: 0"
2025-03-20 12:39:11.556,75,Blue,"Village","No","Resources",1,3,"Animal: 1, Metal: 2, Wood: 3, Clay: 0"
2025-03-20 12:39:11.603,75,Blue,"Town","No","Resources",2,4,"Animal: 1, Metal: 2, Wood: 0, Clay: 0"
2025-03-20 12:39:11.606,75,Blue,"Road","No","Resources",7,11,"Animal: 1, Metal: 2, Wood: 0, Clay: 0"
2025-03-20 12:39:11.667,76,Orange,"Town","No","Resources",2,4,"Animal: 0, Wood: 0, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:11.670,76,Orange,"Road","No","Resources",6,12,"Animal: 0, Wood: 0, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:11.729,77,Red,"Card","No","Resources",-1,-1,"Food: 2, Wood: 4, Metal: 0, Clay: 2"
2025-03-20 12:39:11.758,77,Red,"Town","No","Resources",2,4,"Food: 2, Wood: 3, Metal: 0, Clay: 2"
2025-03-20 12:39:11.813,78,White,"Card","No","Resources",-1,-1,"Clay: 6, Metal: 0, Animal: 1, Food: 0"
2025-03-20 12:39:11.875,78,White,"Village","No","Location",0,3,""
2025-03-20 12:39:12.031,80,Orange,"Road","No","Resources",6,12,"Animal: 0, Wood: 1, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.037,80,Orange,"Card","No","Resources",-1,-1,"Animal: 0, Wood: 1, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.040,80,Orange,"Town","No","Resources",2,4,"Animal: 0, Wood: 1, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.040,80,Orange,"Village","No","Location",0,3,""
2025-03-20 12:39:12.094,81,Red,"Card","No","Resources",-1,-1,"Food: 4, Wood: 0, Metal: 0, Clay: 2"
2025-03-20 12:39:12.171,82,White,"Card","No","Resources",-1,-1,"Clay: 6, Metal: 0, Animal: 1, Food: 0, Wood: 2"
2025-03-20 12:39:12.183,82,White,"Card","No","Resources",-1,-1,"Clay: 6, Metal: 0, Animal: 1, Food: 0, Wood: 2"
2025-03-20 12:39:12.187,82,White,"Village","No","Resources",1,3,"Clay: 6, Metal: 0, Animal: 1, Food: 0, Wood: 2"
2025-03-20 12:39:12.253,83,Blue,"Town","No","Resources",2,4,"Animal: 1, Metal: 2, Wood: 1, Clay: 0"
2025-03-20 12:39:12.256,83,Blue,"Road","No","Resources",7,11,"Animal: 1, Metal: 2, Wood: 1, Clay: 0"
2025-03-20 12:39:12.319,84,Orange,"Road","No","Resources",6,12,"Animal: 1, Wood: 1, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.322,84,Orange,"Town","No","Resources",2,4,"Animal: 1, Wood: 1, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.325,84,Orange,"Card","No","Resources",-1,-1,"Animal: 1, Wood: 1, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.325,84,Orange,"Village","No","Location",0,3,""
2025-03-20 12:39:12.392,85,Red,"Village","No","Resources",4,3,"Food: 4, Wood: 1, Metal: 0, Clay: 2"
2025-03-20 12:39:12.395,85,Red,"Card","No","Resources",-1,-1,"Food: 4, Wood: 1, Metal: 0, Clay: 2"
2025-03-20 12:39:12.398,85,Red,"Town","No","Resources",2,4,"Food: 4, Wood: 1, Metal: 0, Clay: 2"
2025-03-20 12:39:12.467,86,White,"Card","No","Resources",-1,-1,"Clay: 8, Metal: 0, Animal: 1, Food: 0, Wood: 2"
2025-03-20 12:39:12.478,86,White,"Village","No","Resources",1,3,"Clay: 8, Metal: 0, Animal: 1, Food: 0, Wood: 2"
2025-03-20 12:39:12.510,86,White,"Card","No","Resources",-1,-1,"Clay: 4, Metal: 1, Animal: 1, Food: 0, Wood: 2"
2025-03-20 12:39:12.573,87,Blue,"Card","No","Resources",-1,-1,"Animal: 1, Metal: 3, Wood: 1, Clay: 0"
2025-03-20 12:39:12.662,87,Blue,"Village","No","Resources",2,3,"Animal: 1, Metal: 3, Wood: 1, Clay: 0"
2025-03-20 12:39:12.664,87,Blue,"Road","No","Resources",7,11,"Animal: 1, Metal: 3, Wood: 1, Clay: 0"
2025-03-20 12:39:12.667,87,Blue,"Town","No","Resources",2,4,"Animal: 1, Metal: 3, Wood: 1, Clay: 0"
2025-03-20 12:39:12.672,87,Blue,"Card","No","Resources",-1,-1,"Animal: 1, Metal: 3, Wood: 1, Clay: 0"
2025-03-20 12:39:12.730,88,Orange,"Card","No","Resources",-1,-1,"Animal: 1, Wood: 2, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.794,88,Orange,"Card","No","Resources",-1,-1,"Animal: 2, Wood: 2, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.800,88,Orange,"Road","No","Resources",6,12,"Animal: 2, Wood: 2, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.802,88,Orange,"Town","No","Resources",2,4,"Animal: 2, Wood: 2, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:12.850,89,Red,"Card","No","Resources",-1,-1,"Food: 6, Wood: 0, Metal: 0, Clay: 1"
2025-03-20 12:39:12.862,89,Red,"Road","No","Resources",12,4,"Food: 6, Wood: 0, Metal: 0, Clay: 1"
2025-03-20 12:39:12.864,89,Red,"Card","No","Resources",-1,-1,"Food: 6, Wood: 0, Metal: 0, Clay: 1"
2025-03-20 12:39:12.869,89,Red,"Village","No","Resources",5,3,"Food: 6, Wood: 0, Metal: 0, Clay: 1"
2025-03-20 12:39:12.899,89,Red,"Town","No","Resources",2,4,"Food: 2, Wood: 0, Metal: 0, Clay: 2"
2025-03-20 12:39:12.947,90,White,"Card","No","Resources",-1,-1,"Clay: 5, Metal: 0, Animal: 0, Food: 0, Wood: 0"
2025-03-20 12:39:13.024,91,Blue,"Road","No","Resources",7,11,"Animal: 1, Metal: 3, Wood: 1, Clay: 0"
2025-03-20 12:39:13.027,91,Blue,"Town","No","Resources",2,4,"Animal: 1, Metal: 3, Wood: 1, Clay: 0"
2025-03-20 12:39:13.030,91,Blue,"Card","No","Resources",-1,-1,"Animal: 1, Metal: 3, Wood: 1, Clay: 0"
2025-03-20 12:39:13.091,92,Orange,"Card","No","Resources",-1,-1,"Animal: 2, Wood: 3, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:13.104,92,Orange,"Town","No","Resources",2,4,"Animal: 2, Wood: 3, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:13.104,92,Orange,"Village","No","Location",0,3,""
2025-03-20 12:39:13.110,92,Orange,"Road","No","Resources",6,12,"Animal: 2, Wood: 3, Metal: 0, Clay: 0, Food: 0"
2025-03-20 12:39:13.161,93,Red,"Card","No","Resources",-1,-1,"Food: 3, Wood: 0, Metal: 0, Clay: 2"
2025-03-20 12:39:13.225,93,Red,"Village","No","Resources",4,2,"Food: 2, Wood: 0, Metal: 0, Clay: 1, Animal: 0"
2025-03-20 12:39:13.228,93,Red,"Road","No","Resources",12,4,"Food: 2, Wood: 0, Metal: 0, Clay: 1, Animal: 0"
2025-03-20 12:39:13.294,94,White,"Town","No","Resources",2,4,"Clay: 6, Metal: 0, Animal: 0, Food: 0, Wood: 0"
2025-03-20 12:39:13.297,94,White,"Village","No","Resources",1,3,"Clay: 6, Metal: 0, Animal: 0, Food: 0, Wood: 0"
2025-03-20 12:39:13.300,94,White,"Card","No","Resources",-1,-1,"Clay: 6, Metal: 0, Animal: 0, Food: 0, Wood: 0"
2025-03-20 12:39:13.303,94,White,"Road","No","Resources",8,12,"Clay: 6, Metal: 0, Animal: 0, Food: 0, Wood: 0"
2025-03-20 12:39:13.350,95,Blue,"Card","No","Resources",-1,-1,"Animal: 0, Metal: 3, Wood: 1, Clay: 0"
