2025-03-19 12:11:37.716,46,Red,"Village","No","Location",0,3,""
2025-03-19 12:11:37.771,46,Red,"Road","No","Resources",6,13,"Metal: 1, Animal: 1, Food: 1"
2025-03-19 12:11:38.016,48,Orange,"Card","No","Resources",-1,-1,"Food: 5, Animal: 0, Wood: 3, Metal: 0, Clay: 0"
2025-03-19 12:11:38.055,48,Orange,"Card","No","Resources",-1,-1,"Food: 5, Animal: 0, Wood: 3, Metal: 0, Clay: 0"
2025-03-19 12:11:38.899,50,Red,"Town","No","Resources",2,4,"Metal: 1, Animal: 2, Food: 1"
2025-03-19 12:11:38.899,50,Red,"Village","No","Location",0,3,""
2025-03-19 12:11:39.030,51,Blue,"Card","No","Resources",-1,-1,"Food: 2, Clay: 3, Metal: 1"
2025-03-19 12:11:39.206,51,Blue,"Card","No","Resources",-1,-1,"Food: 2, Clay: 3, Metal: 1"
2025-03-19 12:11:39.341,52,Orange,"Card","No","Resources",-1,-1,"Food: 3, Animal: 0, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:39.388,52,Orange,"Village","No","Location",0,3,""
2025-03-19 12:11:39.396,52,Orange,"Town","No","Resources",2,4,"Food: 4, Animal: 0, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:39.403,52,Orange,"Road","No","Resources",6,13,"Food: 4, Animal: 0, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:39.408,52,Orange,"Card","No","Resources",-1,-1,"Food: 4, Animal: 0, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:39.863,54,Red,"Village","No","Location",0,3,""
2025-03-19 12:11:40.050,55,Blue,"Village","No","Location",0,3,""
2025-03-19 12:11:40.061,55,Blue,"Card","No","Resources",-1,-1,"Food: 2, Clay: 3, Metal: 1"
2025-03-19 12:11:40.066,55,Blue,"Town","No","Resources",2,4,"Food: 2, Clay: 3, Metal: 1"
2025-03-19 12:11:40.075,55,Blue,"Road","No","Resources",6,13,"Food: 2, Clay: 3, Metal: 1"
2025-03-19 12:11:40.286,56,Orange,"Card","No","Resources",-1,-1,"Food: 5, Animal: 1, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:40.696,56,Orange,"Village","No","Location",0,3,""
2025-03-19 12:11:40.718,56,Orange,"Road","No","Resources",6,13,"Food: 3, Animal: 0, Wood: 2, Metal: 1, Clay: 0"
2025-03-19 12:11:40.730,56,Orange,"Card","No","Resources",-1,-1,"Food: 3, Animal: 0, Wood: 2, Metal: 1, Clay: 0"
2025-03-19 12:11:41.046,57,White,"Card","No","Resources",-1,-1,"Wood: 5, Food: 0, Animal: 0, Metal: 0, Clay: 0"
2025-03-19 12:11:41.270,57,White,"Road","No","Resources",9,11,"Wood: 1, Food: 1, Animal: 0, Metal: 0, Clay: 0"
2025-03-19 12:11:41.270,57,White,"Village","No","Location",0,3,""
2025-03-19 12:11:41.464,58,Red,"Card","No","Resources",-1,-1,"Metal: 0, Animal: 3, Food: 1"
2025-03-19 12:11:41.721,59,Blue,"Card","No","Resources",-1,-1,"Food: 4, Clay: 4, Metal: 1"
2025-03-19 12:11:41.833,59,Blue,"Road","No","Resources",6,13,"Food: 4, Clay: 1, Metal: 1, Animal: 1"
2025-03-19 12:11:41.838,59,Blue,"Town","No","Resources",2,4,"Food: 4, Clay: 1, Metal: 1, Animal: 1"
2025-03-19 12:11:42.409,61,White,"Card","No","Resources",-1,-1,"Wood: 2, Food: 2, Animal: 1, Metal: 0, Clay: 0"
2025-03-19 12:11:42.524,61,White,"Road","No","Resources",9,11,"Wood: 2, Food: 3, Animal: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:43.150,63,Blue,"Town","No","Resources",2,4,"Food: 4, Clay: 2, Metal: 1, Animal: 1"
2025-03-19 12:11:43.387,64,Orange,"Card","No","Resources",-1,-1,"Food: 4, Animal: 0, Wood: 3, Metal: 1, Clay: 0"
2025-03-19 12:11:43.430,64,Orange,"Village","No","Location",0,3,""
2025-03-19 12:11:43.443,64,Orange,"Town","No","Resources",2,4,"Food: 4, Animal: 1, Wood: 3, Metal: 1, Clay: 0"
2025-03-19 12:11:43.487,64,Orange,"Road","No","Resources",6,13,"Food: 3, Animal: 0, Wood: 3, Metal: 0, Clay: 0"
2025-03-19 12:11:43.492,64,Orange,"Card","No","Resources",-1,-1,"Food: 3, Animal: 0, Wood: 3, Metal: 0, Clay: 0"
2025-03-19 12:11:43.661,65,White,"Card","No","Resources",-1,-1,"Wood: 4, Food: 4, Animal: 3, Metal: 0, Clay: 0"
2025-03-19 12:11:43.830,66,Red,"Road","No","Resources",6,13,"Metal: 2, Animal: 4, Food: 1"
2025-03-19 12:11:44.079,67,Blue,"Card","No","Resources",-1,-1,"Food: 3, Clay: 2, Metal: 0, Animal: 0"
2025-03-19 12:11:44.079,67,Blue,"Village","No","Location",0,3,""
2025-03-19 12:11:44.091,67,Blue,"Town","No","Resources",2,4,"Food: 3, Clay: 2, Metal: 0, Animal: 0"
2025-03-19 12:11:44.094,67,Blue,"Road","No","Resources",6,13,"Food: 3, Clay: 2, Metal: 0, Animal: 0"
2025-03-19 12:11:44.249,68,Orange,"Road","No","Resources",6,13,"Food: 4, Animal: 0, Wood: 3, Metal: 0, Clay: 0"
2025-03-19 12:11:44.249,68,Orange,"Village","No","Location",0,3,""
2025-03-19 12:11:44.393,69,White,"Road","No","Resources",9,11,"Wood: 4, Food: 4, Animal: 3, Metal: 1, Clay: 0"
2025-03-19 12:11:44.591,70,Red,"Card","No","Resources",-1,-1,"Metal: 1, Animal: 3, Food: 0"
2025-03-19 12:11:44.594,70,Red,"Road","No","Resources",6,13,"Metal: 1, Animal: 3, Food: 0"
2025-03-19 12:11:44.730,71,Blue,"Card","No","Resources",-1,-1,"Food: 3, Clay: 2, Metal: 0, Animal: 0"
2025-03-19 12:11:44.814,71,Blue,"Village","No","Location",0,3,""
2025-03-19 12:11:44.824,71,Blue,"Card","No","Resources",-1,-1,"Food: 12, Clay: 2, Metal: 0, Animal: 0"
2025-03-19 12:11:44.828,71,Blue,"Road","No","Resources",6,13,"Food: 12, Clay: 2, Metal: 0, Animal: 0"
2025-03-19 12:11:45.009,72,Orange,"Card","No","Resources",-1,-1,"Food: 1, Animal: 0, Wood: 3, Metal: 0, Clay: 0"
2025-03-19 12:11:45.307,73,White,"Card","No","Resources",-1,-1,"Wood: 4, Food: 0, Animal: 4, Metal: 1, Clay: 0"
2025-03-19 12:11:45.342,73,White,"Road","No","Resources",9,11,"Wood: 5, Food: 0, Animal: 4, Metal: 1, Clay: 0"
2025-03-19 12:11:45.531,74,Red,"Card","No","Resources",-1,-1,"Metal: 3, Animal: 4, Food: 0"
2025-03-19 12:11:45.536,74,Red,"Town","No","Resources",2,4,"Metal: 3, Animal: 4, Food: 0"
2025-03-19 12:11:45.539,74,Red,"Road","No","Resources",6,13,"Metal: 3, Animal: 4, Food: 0"
2025-03-19 12:11:45.539,74,Red,"Village","No","Location",0,3,""
2025-03-19 12:11:45.648,75,Blue,"Card","No","Resources",-1,-1,"Food: 13, Clay: 3, Metal: 0, Animal: 0"
2025-03-19 12:11:45.696,75,Blue,"Town","No","Resources",2,4,"Food: 13, Clay: 3, Metal: 0, Animal: 0"
2025-03-19 12:11:45.696,75,Blue,"Village","No","Location",0,3,""
2025-03-19 12:11:46.060,77,White,"Card","No","Resources",-1,-1,"Wood: 8, Food: 0, Animal: 4, Metal: 0, Clay: 0"
2025-03-19 12:11:46.287,78,Red,"Town","No","Resources",2,4,"Metal: 3, Animal: 2, Food: 1"
2025-03-19 12:11:46.436,79,Blue,"Card","No","Resources",-1,-1,"Food: 14, Clay: 3, Metal: 0, Animal: 0"
2025-03-19 12:11:47.103,80,Orange,"Card","No","Resources",-1,-1,"Food: 1, Animal: 0, Wood: 6, Metal: 0, Clay: 0"
2025-03-19 12:11:47.472,80,Orange,"Card","No","Resources",-1,-1,"Food: 1, Animal: 0, Wood: 6, Metal: 0, Clay: 0"
2025-03-19 12:11:47.598,80,Orange,"Card","No","Resources",-1,-1,"Food: 1, Animal: 0, Wood: 6, Metal: 0, Clay: 0"
2025-03-19 12:11:48.047,81,White,"Card","No","Resources",-1,-1,"Wood: 5, Food: 1, Animal: 1, Metal: 0, Clay: 0"
2025-03-19 12:11:48.089,81,White,"Village","No","Location",0,3,""
2025-03-19 12:11:48.096,81,White,"Town","No","Resources",2,4,"Wood: 5, Food: 1, Animal: 1, Metal: 0, Clay: 0"
2025-03-19 12:11:48.246,82,Red,"Road","No","Resources",6,13,"Metal: 3, Animal: 2, Food: 1"
2025-03-19 12:11:48.311,82,Red,"Town","No","Resources",2,4,"Metal: 2, Animal: 1, Food: 0"
2025-03-19 12:11:48.316,82,Red,"Card","No","Resources",-1,-1,"Metal: 2, Animal: 1, Food: 0"
2025-03-19 12:11:48.696,84,Orange,"Card","No","Resources",-1,-1,"Food: 2, Animal: 1, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:48.739,84,Orange,"Town","No","Resources",2,4,"Food: 3, Animal: 1, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:48.739,84,Orange,"Village","No","Location",0,3,""
2025-03-19 12:11:48.747,84,Orange,"Card","No","Resources",-1,-1,"Food: 3, Animal: 1, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:48.753,84,Orange,"Road","No","Resources",6,13,"Food: 3, Animal: 1, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:48.862,85,White,"Card","No","Resources",-1,-1,"Wood: 5, Food: 2, Animal: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:48.894,85,White,"Village","No","Location",0,3,""
2025-03-19 12:11:48.959,85,White,"Town","No","Resources",2,4,"Wood: 1, Food: 3, Animal: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:49.116,86,Red,"Village","No","Location",0,3,""
2025-03-19 12:11:49.351,87,Blue,"Card","No","Resources",-1,-1,"Food: 3, Clay: 0, Metal: 0, Animal: 0"
2025-03-19 12:11:49.515,87,Blue,"Town","No","Resources",2,4,"Food: 3, Clay: 0, Metal: 0, Animal: 0"
2025-03-19 12:11:49.647,88,Orange,"Card","No","Resources",-1,-1,"Food: 5, Animal: 1, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:49.724,88,Orange,"Card","No","Resources",-1,-1,"Food: 5, Animal: 1, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:50.106,88,Orange,"Card","No","Resources",-1,-1,"Food: 4, Animal: 0, Wood: 1, Metal: 0, Clay: 0"
2025-03-19 12:11:50.109,88,Orange,"Village","No","Location",0,3,""
2025-03-19 12:11:50.118,88,Orange,"Town","No","Resources",2,4,"Food: 4, Animal: 0, Wood: 1, Metal: 0, Clay: 0"
2025-03-19 12:11:50.123,88,Orange,"Road","No","Resources",6,13,"Food: 4, Animal: 0, Wood: 1, Metal: 0, Clay: 0"
2025-03-19 12:11:50.235,89,White,"Card","No","Resources",-1,-1,"Wood: 1, Food: 3, Animal: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:50.272,89,White,"Village","No","Location",0,3,""
2025-03-19 12:11:50.279,89,White,"Road","No","Resources",9,11,"Wood: 1, Food: 3, Animal: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:50.283,89,White,"Town","No","Resources",2,4,"Wood: 1, Food: 3, Animal: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:50.429,90,Red,"Card","No","Resources",-1,-1,"Metal: 3, Animal: 1, Food: 0"
2025-03-19 12:11:51.095,90,Red,"Card","No","Resources",-1,-1,"Metal: 3, Animal: 1, Food: 0, Wood: 1"
2025-03-19 12:11:51.102,90,Red,"Town","No","Resources",2,4,"Metal: 3, Animal: 1, Food: 0, Wood: 1"
2025-03-19 12:11:51.102,90,Red,"Village","No","Location",0,3,""
2025-03-19 12:11:51.617,92,Orange,"Card","No","Resources",-1,-1,"Food: 5, Animal: 0, Wood: 2, Metal: 0, Clay: 0"
2025-03-19 12:11:51.682,92,Orange,"Village","No","Location",0,3,""
2025-03-19 12:11:51.689,92,Orange,"Town","No","Resources",2,4,"Food: 1, Animal: 0, Wood: 3, Metal: 0, Clay: 0"
2025-03-19 12:11:51.856,93,White,"Village","No","Location",0,3,""
2025-03-19 12:11:51.863,93,White,"Road","No","Resources",9,11,"Wood: 1, Food: 3, Animal: 2, Metal: 0, Clay: 0"
